id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
48594798.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.28,1372.0,1251.7853830521924,3508.0,3200.6290989410286,1.0960345268249512,5.0,1.0,60.0,10.0,1.0,1.0
48595712.0,16000.0,14256.479707328275,16000.0,14256.479707328275,0.13,546.0,486.5023700125774,3839.0,3420.6640997770783,1.122296690940857,6.0,1.0,36.0,14.0,0.0,2.0
48596033.0,16300.0,14741.969929453331,16300.0,14741.969929453331,0.23,468.0,423.2663758885987,3260.0,2948.3939858906665,1.1056866943836212,0.0,1.0,60.0,28.0,1.0,2.0
48596497.0,2400.0,2189.712040324535,2400.0,2189.712040324535,0.28,74.0,67.51612124333982,519.0,473.5252287201807,1.0960345268249512,5.0,1.0,60.0,4.0,1.0,2.0
48596882.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.13,573.0,522.7937496274827,4565.0,4165.014776700626,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,2.0
48604864.0,26000.0,23721.88043684913,1000.0,912.3800168018895,0.28,541.0,493.59758908982224,4321.0,3942.3940526009646,1.0960345268249512,5.0,1.0,60.0,7.0,1.0,1.0
48605234.0,11000.0,10036.180184820785,11000.0,10036.180184820785,0.28,339.0,309.29682569584054,2705.0,2467.987945449111,1.0960345268249512,5.0,1.0,36.0,4.0,0.0,1.0
48605468.0,8400.0,7663.992141135872,8400.0,7663.992141135872,0.28,262.0,239.04356440209506,2095.0,1911.4361351999585,1.0960345268249512,5.0,1.0,36.0,5.0,0.0,2.0
48605954.0,21000.0,19159.98035283968,1000.0,912.3800168018895,0.13,710.0,647.7898119293416,5656.0,5160.4213750314875,1.0960345268249512,5.0,1.0,36.0,13.0,1.0,1.0
48606097.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.28,308.0,281.013045174982,2463.0,2247.191981383054,1.0960345268249512,5.0,1.0,36.0,4.0,0.0,4.0
48606882.0,9000.0,8211.420151217006,9000.0,8211.420151217006,0.16,318.0,290.13684534300086,3342.0,3049.1740161519147,1.0960345268249512,5.0,1.0,36.0,17.0,1.0,2.0
48607153.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.28,782.0,713.4811731390777,5529.0,5044.549112897647,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,4.0
48607519.0,27600.0,24592.427495141274,27600.0,24592.427495141274,0.28,920.0,819.7475831713758,6425.0,5724.867632474011,1.122296690940857,6.0,1.0,36.0,15.0,1.0,3.0
48607784.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.13,338.0,308.38444567903866,2700.0,2463.426045365102,1.0960345268249512,5.0,1.0,36.0,13.0,0.0,1.0
48608000.0,10550.0,9625.609177259934,10550.0,9625.609177259934,0.28,331.0,301.9977855614254,2315.0,2112.159738896374,1.0960345268249512,5.0,1.0,36.0,6.0,1.0,3.0
48608331.0,7075.0,6455.088618873368,7075.0,6455.088618873368,0.28,244.0,222.62072409966106,1693.0,1544.659368445599,1.0960345268249512,5.0,1.0,36.0,15.0,1.0,2.0
48608344.0,26675.0,24337.736948190402,26675.0,24337.736948190402,0.28,597.0,544.6908700307281,4760.0,4342.928879976994,1.0960345268249512,5.0,1.0,60.0,11.0,0.0,3.0
48608893.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.28,628.0,572.9746505515866,4389.0,4004.435893743493,1.0960345268249512,5.0,1.0,36.0,6.0,0.0,0.0
48609181.0,9600.0,8553.887824396965,9600.0,8553.887824396965,0.28,295.0,262.85384460386507,2067.0,1841.7589721904715,1.122296690940857,6.0,1.0,36.0,3.0,0.0,4.0
48609664.0,11750.0,10720.465197422202,11750.0,10720.465197422202,0.28,358.0,326.63204601507647,2865.0,2613.9687481374135,1.0960345268249512,5.0,1.0,36.0,2.0,0.0,2.0
48609754.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.13,458.0,417.8700476952654,3172.0,2894.0694132955937,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,0.0
48609921.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.22,704.0,642.3155318285302,5605.0,5113.889994174591,1.0960345268249512,5.0,1.0,60.0,26.0,1.0,0.0
48610071.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.14,413.0,376.8129469391804,3291.0,3002.6426352950184,1.0960345268249512,5.0,1.0,36.0,15.0,0.0,1.0
48614503.0,15925.0,14529.65176757009,15925.0,14529.65176757009,0.21,436.0,397.7976873256238,1709.0,1559.2574487144293,1.0960345268249512,5.0,0.0,60.0,25.0,1.0,2.0
48614631.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.28,244.0,222.62072409966106,1949.0,1778.2286527468827,1.0960345268249512,5.0,1.0,60.0,6.0,0.0,2.0
48614975.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.23,1006.0,917.8542969027009,7960.0,7262.544933743041,1.0960345268249512,5.0,0.0,60.0,27.0,1.0,4.0
48615691.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,191.0,174.2645832091609,1527.0,1393.2042856564854,1.0960345268249512,5.0,1.0,36.0,7.0,1.0,2.0
48624248.0,7500.0,6842.850126014171,7500.0,6842.850126014171,0.28,234.0,213.49692393164216,1870.0,1706.1506314195335,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,3.0
48624254.0,19000.0,17335.2203192359,19000.0,17335.2203192359,0.28,612.0,558.3765702827563,4337.0,3956.992132869795,1.0960345268249512,5.0,0.0,36.0,8.0,0.0,4.0
48624690.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.28,367.0,334.84346616629347,2933.0,2676.010589279942,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,0.0
48625445.0,9600.0,8758.84816129814,9600.0,8758.84816129814,0.28,1372.0,1251.7853830521924,2398.0,2187.887280290931,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,2.0
48625504.0,15000.0,13566.229996429447,15000.0,13566.229996429447,0.15,361.0,326.493935247402,2867.0,2592.958759984215,1.1056866943836212,0.0,1.0,60.0,16.0,0.0,4.0
48625977.0,35000.0,31933.300588066133,20000.0,18247.60033603779,0.28,637.0,581.1860707028036,20620.0,18813.275946454964,1.0960345268249512,5.0,1.0,36.0,7.0,1.0,3.0
48625988.0,18450.0,16833.411309994863,18450.0,16833.411309994863,0.28,603.0,550.1651501315393,4199.0,3831.083690551134,1.0960345268249512,5.0,1.0,36.0,9.0,1.0,2.0
48626460.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.28,307.0,280.1006651581801,2454.0,2238.980561231837,1.0960345268249512,5.0,1.0,36.0,3.0,0.0,2.0
48626566.0,5000.0,4561.900084009448,5000.0,4561.900084009448,0.16,178.0,162.40364299073633,1416.0,1291.9301037914756,1.0960345268249512,5.0,1.0,36.0,18.0,1.0,1.0
48627452.0,7500.0,6842.850126014171,7500.0,6842.850126014171,0.28,229.0,208.9350238476327,1830.0,1669.6554307474578,1.0960345268249512,5.0,1.0,60.0,2.0,0.0,2.0
48634926.0,8000.0,7299.040134415116,8000.0,7299.040134415116,0.28,258.0,235.3940443348875,1815.0,1655.9697304954295,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,2.0
48635120.0,11800.0,10766.084198262297,11800.0,10766.084198262297,0.19,309.0,281.92542519178386,1831.0,1670.5678107642598,1.0960345268249512,5.0,0.0,60.0,23.0,1.0,3.0
48636247.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,183.0,166.9655430747458,1291.0,1177.8826016912394,1.0960345268249512,5.0,1.0,36.0,2.0,0.0,3.0
48645095.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.28,271.0,247.25498455331206,41913.0,38240.58364421759,1.0960345268249512,5.0,1.0,60.0,12.0,0.0,2.0
48645209.0,5600.0,5109.3280940905815,5600.0,5109.3280940905815,0.28,184.0,167.87792309154767,1470.0,1341.1986246987776,1.0960345268249512,5.0,1.0,36.0,10.0,0.0,2.0
48645318.0,7000.0,6386.660117613227,7000.0,6386.660117613227,0.28,233.0,212.58454391484025,1863.0,1699.7639713019203,1.0960345268249512,5.0,1.0,36.0,11.0,0.0,4.0
48645443.0,24000.0,21897.12040324535,24000.0,21897.12040324535,0.28,785.0,716.2183131894833,5484.0,5003.492012141563,1.0960345268249512,5.0,1.0,36.0,9.0,0.0,4.0
48645971.0,12500.0,11404.75021002362,1000.0,912.3800168018895,0.28,379.0,345.79202636791615,3034.0,2768.1609709769327,1.0960345268249512,5.0,1.0,36.0,1.0,0.0,3.0
48646307.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.28,543.0,495.42234912342605,4332.0,3952.4302327857854,1.0960345268249512,5.0,1.0,60.0,9.0,0.0,3.0
48654156.0,16000.0,14256.479707328275,16000.0,14256.479707328275,0.28,358.0,318.9887334514702,2496.0,2224.010834343211,1.122296690940857,6.0,1.0,60.0,11.0,1.0,1.0
48655375.0,35000.0,31933.300588066133,1000.0,912.3800168018895,0.13,802.0,731.7287734751154,6392.0,5831.933067397678,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,4.0
48655897.0,9600.0,8758.84816129814,1000.0,912.3800168018895,0.28,316.0,288.3120853093971,1568.0,1430.6118663453628,1.0960345268249512,5.0,0.0,36.0,10.0,1.0,1.0
48655907.0,30000.0,27371.400504056684,30000.0,27371.400504056684,0.28,956.0,872.2352960626064,7635.0,6966.021428282426,1.0960345268249512,5.0,1.0,36.0,7.0,1.0,2.0
48656476.0,19200.0,17107.77564879393,19200.0,17107.77564879393,0.28,586.0,522.1435692808981,4090.0,3644.3126251857902,1.122296690940857,6.0,1.0,36.0,2.0,1.0,2.0
48656601.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.28,375.0,342.1425063007086,2998.0,2735.3152903720647,1.0960345268249512,5.0,1.0,36.0,5.0,0.0,1.0
48664114.0,16000.0,14598.080268830232,16000.0,14598.080268830232,0.28,385.0,351.26630646872746,1921.0,1752.6820122764298,1.0960345268249512,5.0,0.0,60.0,16.0,1.0,1.0
48664607.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.13,802.0,731.7287734751154,6392.0,5831.933067397678,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,2.0
48665848.0,10550.0,9400.366307019582,10550.0,9400.366307019582,0.2,1372.0,1222.4931349033996,1964.0,1749.9828840745458,1.122296690940857,6.0,1.0,60.0,24.0,1.0,1.0
48665860.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.28,818.0,746.3268537439457,6516.0,5945.068189481112,1.0960345268249512,5.0,1.0,36.0,9.0,0.0,1.0
48666252.0,16000.0,14256.479707328275,16000.0,14256.479707328275,0.16,397.0,353.73890273808286,16278.0,14504.186042243104,1.122296690940857,6.0,1.0,60.0,18.0,1.0,4.0
48666261.0,16000.0,14598.080268830232,16000.0,14598.080268830232,0.28,339.0,309.29682569584054,2030.0,1852.1314341078357,1.0960345268249512,5.0,0.0,60.0,8.0,1.0,1.0
48674238.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.13,814.0,742.677333676738,41913.0,38240.58364421759,1.0960345268249512,5.0,1.0,60.0,14.0,1.0,2.0
48674322.0,24000.0,21897.12040324535,24000.0,21897.12040324535,0.18,612.0,558.3765702827563,4743.0,4327.418419691362,1.0960345268249512,5.0,1.0,60.0,21.0,1.0,2.0
48675044.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.28,327.0,298.34826549421786,2616.0,2386.786123953743,1.0960345268249512,5.0,1.0,36.0,9.0,0.0,2.0
48675113.0,35000.0,31933.300588066133,20000.0,18247.60033603779,0.28,447.0,407.83386751044463,20136.0,18371.68401832285,1.0960345268249512,5.0,1.0,60.0,11.0,1.0,3.0
48675505.0,6400.0,5839.232107532093,6400.0,5839.232107532093,0.28,197.0,179.73886330997223,1576.0,1437.9109064797779,1.0960345268249512,5.0,1.0,36.0,4.0,0.0,4.0
48675606.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.28,608.0,554.7270502155488,4852.0,4426.867841522768,1.0960345268249512,5.0,1.0,60.0,9.0,1.0,2.0
48675852.0,2900.0,2645.9020487254797,2900.0,2645.9020487254797,0.13,98.0,89.41324164658518,781.0,712.5687931222757,1.0960345268249512,5.0,1.0,36.0,13.0,0.0,3.0
48675885.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.13,1196.0,1091.20650009506,9541.0,8705.017740306828,1.0960345268249512,5.0,1.0,36.0,14.0,0.0,3.0
48676027.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.28,566.0,516.4070895098695,4505.0,4110.271975692513,1.0960345268249512,5.0,1.0,60.0,5.0,1.0,2.0
48676310.0,17000.0,15510.460285632122,17000.0,15510.460285632122,0.28,570.0,520.056609577077,3979.0,3630.3600868547182,1.0960345268249512,5.0,1.0,36.0,12.0,1.0,2.0
48676377.0,5000.0,4561.900084009448,5000.0,4561.900084009448,0.14,172.0,156.929362889925,1205.0,1099.417920246277,1.0960345268249512,5.0,1.0,36.0,15.0,1.0,2.0
48676382.0,6125.0,5457.558637961605,6125.0,5457.558637961605,0.21,232.0,206.71895575626,1646.0,1466.6353498913963,1.122296690940857,6.0,1.0,36.0,25.0,1.0,3.0
48676626.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,197.0,179.73886330997223,1579.0,1440.6480465301836,1.0960345268249512,5.0,1.0,36.0,10.0,0.0,4.0
48676752.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.28,377.0,343.96726633431234,3010.0,2746.2638505736877,1.0960345268249512,5.0,1.0,36.0,6.0,0.0,1.0
48684306.0,21050.0,19205.599353679776,21050.0,19205.599353679776,0.19,552.0,503.63376927464304,4393.0,4008.0854138107006,1.0960345268249512,5.0,1.0,60.0,23.0,1.0,0.0
48684937.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,196.0,178.82648329317036,1563.0,1426.0499662613533,1.0960345268249512,5.0,1.0,36.0,9.0,1.0,2.0
48685821.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.17,1262.0,1151.4235812039847,10033.0,9153.908708573357,1.0960345268249512,5.0,1.0,36.0,20.0,1.0,1.0
48686002.0,5000.0,4561.900084009448,5000.0,4561.900084009448,0.28,151.0,137.7693825370853,1204.0,1098.505540229475,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,2.0
48694349.0,35000.0,31933.300588066133,1000.0,912.3800168018895,0.28,1174.0,1071.1341397254182,9158.0,8355.576193871704,1.0960345268249512,5.0,1.0,36.0,12.0,1.0,1.0
48694403.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.14,206.0,187.95028346118926,1470.0,1341.1986246987776,1.0960345268249512,5.0,1.0,36.0,15.0,1.0,4.0
48694580.0,5300.0,4835.614089050015,5300.0,4835.614089050015,0.18,193.0,176.08934324276467,5358.0,4888.532130024524,1.0960345268249512,5.0,1.0,36.0,25.0,1.0,2.0
48694811.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.13,956.0,872.2352960626064,7632.0,6963.284288232021,1.0960345268249512,5.0,1.0,60.0,14.0,1.0,2.0
48695043.0,16000.0,14598.080268830232,16000.0,14598.080268830232,0.28,502.0,458.01476843454856,4007.0,3655.9067273251712,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,1.0
48695125.0,6600.0,5969.141198428956,6600.0,5969.141198428956,0.17,237.0,214.34643394358525,1668.0,1508.5647756029543,1.1056866943836212,0.0,1.0,36.0,19.0,1.0,1.0
48695301.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.28,759.0,692.4964327526342,6069.0,5537.234321970667,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,1.0
48695749.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.18,904.0,824.7915351889081,6242.0,5695.076064877395,1.0960345268249512,5.0,1.0,60.0,22.0,1.0,1.0
48696214.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,187.0,170.61506314195336,1308.0,1193.3930619768714,1.0960345268249512,5.0,1.0,36.0,5.0,0.0,2.0
48696263.0,8000.0,7299.040134415116,8000.0,7299.040134415116,0.28,255.0,232.65690428448184,2036.0,1857.605714208647,1.0960345268249512,5.0,1.0,36.0,7.0,1.0,1.0
48697381.0,35000.0,31933.300588066133,17400.0,15875.412292352878,0.13,398.0,363.127246687152,3207.0,2926.00271388366,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,2.0
48704871.0,18000.0,16422.84030243401,18000.0,16422.84030243401,0.28,403.0,367.68914677116146,3212.0,2930.564613967669,1.0960345268249512,5.0,1.0,60.0,11.0,1.0,2.0
48705547.0,9600.0,8682.387197714846,9600.0,8682.387197714846,0.13,324.0,293.03056792287606,2592.0,2344.2445433830085,1.1056866943836212,0.0,1.0,36.0,13.0,0.0,3.0
48706009.0,4450.0,4060.0910747684084,4450.0,4060.0910747684084,0.16,158.0,144.15604265469855,1264.0,1153.2483412375884,1.0960345268249512,5.0,0.0,36.0,18.0,0.0,4.0
48714665.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.28,329.0,300.17302552782166,10173.0,9281.641910925622,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,3.0
48714728.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.28,197.0,179.73886330997223,41913.0,38240.58364421759,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,3.0
48715032.0,16200.0,14780.55627219061,16200.0,14780.55627219061,0.19,421.0,384.1119870735955,2910.0,2655.0258488934987,1.0960345268249512,5.0,1.0,60.0,23.0,1.0,2.0
48715973.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.28,850.0,775.5230142816062,6798.0,6202.359354219245,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,2.0
48716168.0,35000.0,31186.0493597806,35000.0,31186.0493597806,0.28,1129.0,1005.9728493483515,7865.0,7007.9508061335555,1.122296690940857,6.0,0.0,36.0,8.0,1.0,1.0
48716292.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.28,1099.0,1002.7056384652766,8662.0,7903.035705537967,1.0960345268249512,5.0,1.0,36.0,6.0,1.0,0.0
